it hasn't been a Washington priority	the U.S. also has supported Canadian membership	1
Latin American countries have long urged Canada to join the OAS in the hopes that it would be a counterweight to the U.S	Even though the U.S. has supported Canadian membership	3
Canada, at times, could be an awkward OAS partner for the U.S	its United Nations voting record is an indication	2
that Latin American countries would be "profoundly disappointed	Canada were to follow the U.S. lead in the OAS	2
Cuba has been suspended from OAS membership	the organization's members are discussing Cuba's reinstatement	1
Older movies have plenty of violence	it is portrayed in keeping with the more restrictive social conventions of the time	1
Older movies have plenty of violence, though it is portrayed in keeping with the more restrictive social conventions of the time	in which the entire comedy is based on actor Dennis Price's murdering eight titled relatives (all played by Alec Guinness) because they snubbed his mother and stand in the way of his acquiring the family title	3
on actor Dennis Price's murdering eight titled relatives (all played by Alec Guinness)	they snubbed his mother and stand in the way of his acquiring the family title	2
For example, one of my favorite movies is the 1949 British comedy "Kind Hearts and Coronets," in which the entire comedy is based on actor Dennis Price's murdering eight titled relatives (all played by Alec Guinness) because they snubbed his mother and stand in the way of his acquiring the family title	one of the most popular comedy genres of the 1930s and '40s was the "murder mystery/ comedy." The "Thin Man" series of movies, as well as many others, based their entire comedic appeal on the star detectives' witty quips and puns as other characters in the movies were murdered	3
For example, one of my favorite movies is the 1949 British comedy "Kind Hearts and Coronets," in which the entire comedy is based on actor Dennis Price's murdering eight titled relatives (all played by Alec Guinness) because they snubbed his mother and stand in the way of his acquiring the family title	one of the most popular comedy genres of the 1930s and '40s was the "murder mystery/ comedy." The "Thin Man" series of movies, as well as many others, based their entire comedic appeal on the star detectives' witty quips and puns as other characters in the movies were murdered	1
modern comedies contain violence, sex and foul language to any greater degree than other recent movies	Mr. Knight made a poor choice in picking "A Fish Called Wanda" as an example of the deplorable state of modern comedy movies	3
and peer in the window of a Boeing 747 -- from the outside	it takes off	4
Sex and violence are routinely included	they are irrelevant to the script	1
Sex and violence are routinely included even when they are irrelevant to the script	high-tech special effects are continually substituted for good plot and character development	3
Many modern scriptwriters seem to be incapable of writing drama, or anything else, without foul-mouthed cursing.	we have a movie and television industry that is either incapable or petrified of making a movie unless it carries a PG-13 or R rating	3
that is either incapable or petrified of making a movie	it carries a PG-13 or R rating	3
In short, we have a movie and television industry that is either incapable or petrified of making a movie unless it carries a PG-13 or R rating	copious amounts of gratuitous sex, violence and gutter language are included as a crutch	2
Many modern scriptwriters seem to be incapable of writing drama, or anything else, without foul-mouthed cursing.	these faults are not the exclusive property of modern comedies	1
However, these faults are not the exclusive property of modern comedies	Mr. Knight errs when he attempts to link this modern phenomenon too closely to a single category of movie making	3
However, these faults are not the exclusive property of modern comedies	Mr. Knight errs when he attempts to link this modern phenomenon too closely to a single category of movie making	2
Mr. Knight errs	he attempts to link this modern phenomenon too closely to a single category of movie making	4
it wants shareholders to approve the split	it would "enhance the marketability" and trading of the stock	2
the number of shares outstanding would decrease to five million from 50 million, and par value would rise to 10 cents from a penny	approved at a shareholder meeting in December	2
the number of shares outstanding would decrease to five million from 50 million	par value would rise to 10 cents from a penny	3
the number of shares outstanding would decrease to five million from 50 million	par value would rise to 10 cents from a penny	2
Terms weren't disclosed	Duriron said the deal will be completed through an exchange of stock	1
Du Pont Co. reported that third-quarter profit grew a robust 19% from a year ago on the strength of the company's operations in various chemicals and fibers, and in petroleum	Du Pont raised its quarterly dividend to $1.20 a share from $1.05, a change that will increase the annualized payout to shareholders by some $140 million	3
which lowers the value of overseas earnings	they are translated into dollars	4
which lowers the value of overseas earnings	they are translated into dollars	2
We haven't benefited the shareholder as much as we need to," said Edgar Woolard Jr., Du Pont's chairman and chief executive officer, in an interview	he entered his current position in April	4
The Wilmington, Del., company reported net of $547 million, or $2.36 a share	Du Pont announced plans for a 3-for-1 stock split	3
Du Pont also announced plans for a 3-for-1 stock split	the initial higher dividend will be paid on pre-split shares	1
Du Pont still holds an edge in making the pigment	the company was "first in with the technology" to lower costs	2
Du Pont holds about 23% of the world-wide market, the largest single share, at a time when growing uses for the pigment have kept it in tight supply	others are now adding low-cost production capacity	1
Profit climbed to $98 million from $71 million in the petroleum segment	Du Pont's Conoco Inc. oil company was helped by crude oil prices higher than a year ago and by higher natural gas prices and volume	4
Profit climbed to $98 million from $71 million in the petroleum segment	Du Pont's Conoco Inc. oil company was helped by crude oil prices higher than a year ago and by higher natural gas prices and volume	2
herbicide use in some areas of the U.S. was delayed earlier in the year by heavy rains	increasing sales in the third quarter	2
Profit from coal fell to $41 million from $58 million, partly because of a miners' strike	profit from polymers dropped to $107 million from $122 million amid what Du Pont called lower demand and selling prices in certain packaging and industrial markets	3
that a conference be convened next fall to write a new treaty for the EC allowing a European central bank	that the treaty be ratified by 1992	3
Mr. Mitterrand proposed that a conference be convened next fall to write a new treaty for the EC allowing a European central bank, and that the treaty be ratified by 1992	Mr. Mitterrand proposed a separate "Bank for Europe" that would channel development money to the East	3
The U.S. tends to look at Eastern Europe {not including the Soviet Union} as Europe looks at Latin America: important but far away	for us in Western Europe, these are Europeans next door	1
West Germany is a net exporter of capital	the U.S. isn't	1
yesterday France announced a three-year, four billion French franc ($650 million) aid plan for Poland	American aid efforts have been limited by budget problems	1
Despite sudden changes in the strategic equation, some Western European leaders, especially British Prime Minister Margaret Thatcher, remain skeptical about European political and economic unity, and are unlikely to let East-West concerns change their minds	British analysts are beginning to link the issues	1
that the Marshall Plan of U.S. aid to Europe "didn't just throw money at post-war Europe	it liberalized and opened up those markets	3
Most of the West's leaders have finally concluded that we all want perestroika {Soviet leader Mikhail Gorbachev's policy of economic restructuring} to succeed	they haven't yet drawn the operational policy conclusions	1
that with communism collapsing	Mr. Gorbachev scrambling to rejuvenate the Soviet economy	3
that with communism collapsing	Mr. Gorbachev scrambling to rejuvenate the Soviet economy	4
Our interest lies in a controlled transformation, a contained nuclear reaction	we need to help him, and not just with words	2
that is too strong	democratic	1
Mr. Roper in London sees a more positive scenario	many commentators, particularly French ones, worry that hasty and emotional reaction to the changes in the East might lead to dangerous pressures for a denuclearized Europe or the speeded-up withdrawal of American troops	1
Mr. Roper in London sees a more positive scenario	many commentators, particularly French ones, worry that hasty and emotional reaction to the changes in the East might lead to dangerous pressures for a denuclearized Europe or the speeded-up withdrawal of American troops	4
it should be that much easier to make more progress toward the economic and social reforms that are now starting in the East	both sides feel comfortable	2
that are triggered	a hostile bidder acquires more than 20% of the shares outstanding	2
the rights allow holders to buy additional shares at 50% of the then current market price or, at the board's discretion, to receive securities or assets	triggered	2
Dominion Textile Inc. holders adopted a shareholder-rights plan at the annual meeting	Dominion Textile posted net income of 4.7 million Canadian dollars ($4 million), or 12 Canadian cents a share, for the fiscal-first quarter ended Sept. 30	3
Dominion Textile Inc. holders adopted a shareholder-rights plan at the annual meeting	Dominion Textile posted net income of 4.7 million Canadian dollars ($4 million), or 12 Canadian cents a share, for the fiscal-first quarter ended Sept. 30	4
Computer Sciences will perform data processing work for the Postal Service under the three-year contract	which includes two additional option years for which compensation hasn't yet been fixed	3
the purchase was undertaken to participate in ventures in and around New York City	The company hopes the latest acquisition will help secure large construction orders from Japanese concerns with U.S. operations	3
Mr. Schwarz, 52 years old, will succeed Daniel P. Davison Feb. 1	Mr. Davison reaches the company's mandatory retirement age of 65	4
U.S. Trust, a 136-year-old institution that is one of the earliest high-net worth banks in the U.S., has faced intensifying competition from other firms that have established, and heavily promoted, private-banking businesses of their own	U.S. Trust's earnings have been hurt	2
As a result, U.S. Trust's earnings have been hurt	Mr. Schwarz welcomes the competition in U.S. Trust's flagship businesses, calling it "flattery	1
U.S. Trust recently introduced certain mutual-fund products, which allow it to serve customers with minimum deposits of $250,000	the company advertised at the $2 million level	1
U.S. Trust recently introduced certain mutual-fund products, which allow it to serve customers with minimum deposits of $250,000	the company advertised at the $2 million level	4
We have always taken smaller accounts	now we are looking for smaller accounts that will grow	1
Quarterly net income this year has risen just over comparable periods in 1988, when year-end net was below the 1987 level	In this year's third quarter net was $10.5 million, or $1.05 a share, compared with $10.3 million, or $1.02 a share, a year earlier	3
We will have a reasonably flat year this year," Mr. Schwarz says	Mr. Schwarz said costs associated with U.S. Trust's planned move to midtown Manhattan from Wall Street will continue to be a drag on earnings through 1990	3
Mr. Schwarz's great-grandfather founded the New York toy store F.A.O. Schwarz	his family no longer has ties to the company	1
H. Marshall Schwarz was named chairman and chief executive officer of U.S. Trust Corp., a private-banking firm with assets under management of about $17 billion Mr. Schwarz, who is president of U.S. Trust, will be succeeded in that post by Jeffrey S. Maurer, 42, who is executive vice president in charge of the company's asset-management group	U.S. Trust created a four-member office of the chairman, effective Feb. 1	3
Mr. Roberts continues as treasurer	Mr. Wonham remains responsible for the offices of comptroller, planning, marketing and general services	3
Donald M. Roberts, 54, treasurer, and Frederick S. Wonham, 58 were named vice chairmen	Frederick B. Taylor, 48, was named a vice chairman and chief investment officer, a new post	3
Frederick B. Taylor, 48, also was named a vice chairman and chief investment officer, a new post	He held similar responsibilities	4
Frederick B. Taylor, 48, also was named a vice chairman and chief investment officer, a new post	Mr. Taylor was named a director	3
Frederick B. Taylor, 48, also was named a vice chairman and chief investment officer, a new post	Mr. Taylor was named a director	4
One of those new computers, called Sparcstation 1, accounted for nearly half of the 28,000 systems Sun shipped in the quarter	More than two-thirds of the systems shipped were products introduced in April	3
More than two-thirds of the systems shipped, meanwhile, were products introduced in April	problems in manufacturing, forecasting demand and getting the bugs out of a new management information system made it extremely difficult for Sun to meet demand for its newest computers well into the summer	1
But problems in manufacturing, forecasting demand and getting the bugs out of a new management information system made it extremely difficult for Sun to meet demand for its newest computers well into the summer	These problems resulted in Sun reporting a $20.3 million loss for its fourth quarter ended June 30	3
the issues that hurt Sun's performance earlier this year are now "largely" behind the firm	that Sun's profitability should increase throughout the fiscal year	3
Sun Microsystems Inc., snapping back to profitability after its first quarterly loss as a public firm, said it earned $5.2 million, or seven cents a share, in the fiscal first quarter	Sun reported a record backlog of orders	3
Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co	this indicates continued strong demand for the company's desk-top computers	1
Sun faces increasing competition from Digital Equipment Corp. and Hewlett-Packard Co	Sun is vulnerable to competition from International Business Machines Corp and Next Inc	3
to bring Sharon Steel Corp. out of Chapter 11 proceedings	to acquire the company's steel-related assets in a transaction valued at more than $300 million	3
to purchase as much as $50 million in equity in the new company for the confirmation of the plan	necessary	2
that such financing is already being sought	that a formal proposal would be made to Sharon's Chapter 11 trustee and other Sharon creditors over the next few days	3
Two old friends, George Bush and Deng Xiaoping, are trying to limit further damage to U.S.-China ties	as Congress prepares a fresh package of sanctions against Beijing, the already-tense relationship could get worse	1
But the already-tense relationship could get worse	Congress prepares a fresh package of sanctions against Beijing	2
he told the president that the Chinese "made statements to me that I regard as a first step toward reconciliation	he met with Mr. Bush on his return	4
We must not shirk our responsibility	we cannot just blame the demonstrators	3
The Chinese leader, Mr. Lee informed Mr. Bush, expressed some regret for what had happened in Beijing and conceded that China's officials bore some responsibility	Mr. Lee reported to the president that, in a separate meeting, Communist Party chief Jiang Zemin said the Chinese leadership "looked kindly on the students who took part in the demonstrations	3
that, in a separate meeting, Communist Party chief Jiang Zemin said the Chinese leadership "looked kindly on the students who took part in the demonstrations	Mr. Jiang pledged that the Chinese Red Cross would publish "very soon" a list of those killed	3
Mr. Jiang also pledged that the Chinese Red Cross would publish "very soon" a list of those killed	he told the physicist that China's leaders were "very much concerned" about the deaths and had arranged aid for the victims' families	3
I transmitted my conversations to the White House	I was not acting as a messenger	1
that the Chinese never asked him to convey their statements to President Bush	that the White House spontaneously invited him to do so	1
The president doesn't want to have legislative sanctions	he may not have a choice	1
A university student got eight years for participating in the rallies	an 18-year-old worker got 10 years	1
they will step up the campaign of arrests and intimidation against those who participated in the demonstrations	has Beijing hinted to its citizens that it will publish the identities of those killed	3
So far, the victims are officially considered evil-doers	their families receive no compensation	3
gunned down by a stray bullet	cycling to work	4
In the U.S., there are still people who want to crush China and interfere in our internal affairs," Zhu Qizhen, China's new ambassador to the U.S., said	he left for Washington last week	4
they are likely to mirror those Mr. Bush enacted shortly after the massacre	as legislative action, they would carry greater weight and would be more difficult to rescind	1
U.S.-China ties could spin downward, out of control	the two sides aren't careful	2
The patients began receiving EPO injections about a month before their scheduled surgery	They began donating blood twice a week, receiving an EPO injection each time	4
blood wasn't taken	tests indicated a low number of red cells	2
This team initially called its new model Personal Retirement Account, or "PRA	it didn't sing	1
But it didn't sing	they opted for IRA	2
This caused an explosion of IRA promotions by brokers, banks, mutual funds and others	in 1986 Congress sharply reduced the number of people who could qualify for its benefits and IRA tax-deductions slowed their roaring growth	4
This caused an explosion of IRA promotions by brokers, banks, mutual funds and others	in 1986 Congress sharply reduced the number of people who could qualify for its benefits and IRA tax-deductions slowed their roaring growth	1
But in 1986 Congress sharply reduced the number of people who could qualify for its benefits	IRA tax-deductions slowed their roaring growth	2
Commercial transactions will continue to be based on the official rate of about 0.63 rubles to the dollar	for Soviet citizens who travel abroad for business or tourism, the rate will jump to 6.26 rubles to the dollar	1
But for Soviet citizens who travel abroad for business or tourism, the rate will jump to 6.26 rubles to the dollar	the devaluation will apply to foreigners' transactions	3
Tass news agency said the devaluation also will apply to foreigners' transactions	it didn't elaborate, and it remains unclear how far Western tourists and foreigners living in Moscow will be allowed to benefit from the sweeping rate cut	1
But it didn't elaborate	it remains unclear how far Western tourists and foreigners living in Moscow will be allowed to benefit from the sweeping rate cut	2
the discrepancy has become ever greater	Soviet leader Mikhail Gorbachev has opened up the country to foreign trade	4
the discrepancy has become ever greater	Soviet leader Mikhail Gorbachev has opened up the country to foreign trade	2
They use dollars to buy Western items such as video recorders and personal computers	and sell them at a huge mark-up	4
With more than 300 billion rubles in savings accounts and little to spend them on, Soviet consumers grumble at the exorbitant black-market prices for such goods	they buy them anyway	1
to iron out exchange-rate discrepancies	Moscow moves toward making the ruble convertible -- a goal that Soviet bankers and economists say is still far away	4
Rumors of an impending devaluation have been circulating in Moscow for weeks	the size of the cut took many Western bankers by surprise	1
Soviet firms that hold some are unwilling to part with it	joint ventures aren't yet allowed to participate	3
Soviet firms that hold some are unwilling to part with it, and joint ventures aren't yet allowed to participate	The Kremlin has been unwilling to provide hard currency for the auction	3
to provide hard currency for the auction	using a lot of it to finance emergency imports of consumer goods	3
that would enable the State Bank to increase its dollar reserves and would mop up some of the excess rubles in the economy at the same time	foreign tourists and businesses could sell their currencies freely at the new, better exchange rate	2
If foreign tourists and businesses could sell their currencies freely at the new, better exchange rate, that would enable the State Bank to increase its dollar reserves and would mop up some of the excess rubles in the economy at the same time	the amounts they exchange may be limited	1
But the amounts they exchange may be limited	most Soviet hotels demand payment in hard currency from Western visitors	3
the devaluation could cause difficulties for the people it is primarily meant to help: Soviets who travel abroad	other rules are changed	3
Over the past three years, thousands of people here have made use of looser travel restrictions to get their first taste of life abroad	under current rules, they are allowed to change just 200 rubles into dollars and other currencies for each trip	1
the black market for dollars probably will continue to thrive	it isn't	2
International Business Machines Corp. made news this summer when it landed an unusual contract to manage all of Eastman Kodak Co. 's data-processing needs	the computer giant appears to have lost a second key contract with Kodak to archrival Digital Equipment Corp	1
that it has entered negotiations with Maynard, Mass.-based Digital to manage all of its voice and data communications needs	IBM had bid for the business	3
we wanted to get the best vendor for that service	we decided to look outside the company for critical data-processing and communications services	4
This year is the 75th anniversary of the Federal Reserve System	it's time to take a fresh look at the nation's central bank	3
After 75 years there may be a few things that are worth reexamining	The regional Federal Reserve Bank setup may be out of date	3
In earlier years it may have seemed reasonable to give Richmond, Va., a bank and allow Los Angeles only a branch of the San Francisco bank	times have changed	1
and some members of Congress think it's time to take a fresh look at the nation's central bank	Some of the would-be reformers want to restore an arrangement we once had -- or, at least, part of it	1
In the beginning, the treasury secretary and the comptroller of the currency were both ex officio members of the Federal Reserve Board	in 1935, when Congress was trying to find someone or something to blame for the Great Depression, it decided to drop both the secretary and the comptroller from the board	4
In the beginning, the treasury secretary and the comptroller of the currency were both ex officio members of the Federal Reserve Board	in 1935, when Congress was trying to find someone or something to blame for the Great Depression, it decided to drop both the secretary and the comptroller from the board	1
that he felt that he had a great deal of power	he was on the board	4
that he had a great deal of power	somehow that was a good thing	3
that the change would accomplish much	at least Congress, as in 1935, would be doing something	1
Nicholas Brady, the incumbent treasury secretary, is of course aware of the proposal	he doesn't like it much	3
That may have pleased the secretary	H. Erich Heinemann, chief economist of the investment firm of Ladenburg, Thalmann & Co., suggests that Mr. Brady may figure he already has all the power he needs	1
Like most treasury secretaries, Mr. Brady takes a keen interest in monetary matters, of course	He was taking an especially keen interest in board matters even before he went to the treasury	3
He was, in fact, taking an especially keen interest in board matters	he went to the treasury	4
what went wrong	what should be done about it	3
This recommendation might have encouraged a turf-hungry bureaucrat to try to expand his power	so far Federal Reserve Chairman Alan Greenspan hasn't made a pitch for the job	1
The Fed has plenty of responsibilities in times of market turmoil	in 1987 and again in 1989 it appears to have handled them well	3
he thought government agencies in the latest market drop were better prepared to coordinate their actions	he has left no doubt that he still likes the ideas the commission advanced nearly two years ago	1
that he still likes the ideas the commission advanced nearly two years ago	In recent weeks Mr. Brady has joined other administration officials in trying to urge the Fed toward lower interest rates	3
the Fed may be slightly more interested in curbing inflation than the administration is	the administration may put slightly more emphasis on spurring economic growth	1
The inflation-growth argument is an old one	Mr. Brady, on the board or off, is surely trying to influence Fed policy	1
The treasury can do something on its own	to have any hope of success it needs help from the Fed	1
The Fed has been intervening in foreign currency markets, all right	through August, at least, it appeared to be "sterilizing" the intervention	1
but through August, at least, it appeared to be "sterilizing" the intervention	it was offsetting purchases of marks and yen by buying dollars in the domestic money market	3
it may make them tread a little carefully, for fear of what the central bank may do	traders see the Fed is in the exchange market	2
Now, sterilized intervention may have some effect	that sterilized intervention has little or no lasting impact on currency values	1
After August the Fed may have stopped sterilizing	it's hard to see much impact on the dollar	1
The Fed has let interest rates slip slightly	whether the main reason was dollar intervention, the gloomy reports on manufacturing employment, or the Friday 13 market drop, only Mr. Greenspan and his associates know	1
Trying to manage exchange rates to some desired level would mean diverting monetary and fiscal policies from their customary roles	and risking excessive inflation and unemployment and inadequate capital formation	2
This has been a week of stunning events behind what was once called the Iron Curtain and interesting shifts in official American policy toward Moscow	It has been a week when inside-the-beltway Washington has had a high old time gnawing over ex-President Reagan's multimillion-dollar junket in Japan	3
The latter may seem oddly irrelevant given the big picture	not downright trivial	2
The latter may seem oddly irrelevant, if not downright trivial, given the big picture	the way we have handled it in the nation's capital has done nothing to dispel that impression	3
and the way we have handled it in the nation's capital has done nothing to dispel that impression	however, Mr. Reagan's casual debasement of the office he so recently held raises issues about which Americans can actually do something	3
The latter may seem oddly irrelevant, if not downright trivial, given the big picture	In fact Mr. Reagan's casual debasement of the office he so recently held raises issues about which Americans can actually do something	1
Hungary is no longer a "Socialist Peoples" republic, the Communist Party no longer has automatic delegates in the U.S.S.R.'s Congress of Peoples Deputies	Egon Krenz was not backed unanimously by his fellow party functionaries when he took over as East Germany's new maximum leader	3
and Egon Krenz was not backed unanimously by his fellow party functionaries	he took over as East Germany's new maximum leader	4
All of that is just for starters	so the hundreds of thousands of Eastern Europeans in the streets seem to hope and are certainly demanding	3
Of like, though lesser, note, Secretary of State James Baker put the administration four-square behind perestroika and glasnost, and therefore behind Mikhail Gorbachev, in a pair of carefully reasoned speeches over the past week or so	last but not least, President George Bush now views the changes in Eastern Europe as "absolutely extraordinary" and believes that Mr. Krenz "can't turn the clock back" in East Germany because the change is too inexorable," as he told the New York Times's R.W. Apple Jr	3
that Mr. Krenz "can't turn the clock back" in East Germany	the change is too inexorable	2
Of like, though lesser, note, Secretary of State James Baker put the administration four-square behind perestroika and glasnost, and therefore behind Mikhail Gorbachev, in a pair of carefully reasoned speeches over the past week or so.	after some highly visible dithering and public airing of differences, the administration has come down on the side of those who believe that what we are witnessing from Berlin to Siberia is a good thing to be welcomed, rather than a new thing to be feared or viewed with suspicion	3
All of this is what history will note	the record of this time is put down	4
All of this is what history will note when the record of this time is put down	For journalists this has also been a week to give a lot of space and time to Ron and Nancy's sales appearance in Japan on behalf of a communications giant and its controversial founder	1
All of this is what history will note when the record of this time is put down	For journalists, however this has been a week to give a lot of space and time to Ron and Nancy's sales appearance in Japan on behalf of a communications giant and its controversial founder	3
the Japanese government has put up just about as much	so it is reported	3
The Japanese industrialist has coughed up at least $2 million, the Japanese government has put up just about as much, or so it is reported	at least one estimate puts the total tab at $7 million	3
Punching away, we raised what I still think were all the right issues and landed more than one hard blow	at the end of the affair, there was just the tiniest nagging worry that we had been aiming at the wrong target	1
what he had always done before his election	and thereafter	3
He was performing for pay	why should anyone expect anything more	3
and why should anyone expect anything more	there's more to the matter than Ronald Reagan's personal values, or lack of them	2
The theme song for the 1980s has been, "Anything Goes	it has been whistled with gusto from Wall Street to some of the highest peaks of televangelism	3
that America has always suffered from a bad case of schizophrenia	it comes to the dichotomy between what is professed and what is practiced	2
between what is professed	what is practiced	1
The moral flabbiness born of the exclusive worship of the bitch goddess success . . . that, with the squalid cash interpretation put on the word success, is our national disease	if it was the national disease in 1906, it is today the national commonplace	1
But it is today the national commonplace	it was the national disease in 1906	1
do it	there is no law against it	2
use them	the law leaves loopholes	2
full speed ahead	there is no moral prohibition that expressly forbids it	2
If there is no moral prohibition that expressly forbids it, full speed ahead	if you are caught or if people complain, simply argue that "everyone does it" or "no one said I shouldn't " and brazen it out	3
And simply argue that "everyone does it" or "no one said I shouldn't " and brazen it out	you are caught	2
if you are caught	if people complain	3
And simply argue that "everyone does it" or "no one said I shouldn't " and brazen it out	or people complain	2
that "everyone does it	no one said I shouldn't	3
As a last recourse apologize for having disappointed those who trusted you but deny having actually done anything wrong	all else has failed and you are pinned	2
As a last recourse apologize for having disappointed those who trusted you but deny having actually done anything wrong	all else has failed and you are pinned	4
when all else has failed	you are pinned	3
As a last recourse apologize for having disappointed those who trusted you	deny having actually done anything wrong	1
As a last recourse, when all else has failed and you are pinned, apologize for having disappointed those who trusted you but deny having actually done anything wrong	See Jim Bakker's remarks upon being sentenced to prison this Tuesday for defrauding the faithful	3
We have people in high place still lying through their teeth about Iran-Contra	that apparently isn't going to change	3
The occasional media witch hunt about some politician's private peccadilloes notwithstanding, the general inclination is to offer a version of the old refrain, "Who am I to judge	no standards, no judgment and no values	2
You are mad	he's making so much money	2
No, we ought to be mad	he has demeaned the office we gave him	2
He was referring to the "absolutely extraordinary" events in Eastern Europe	it is a defensible position	3
and it is a defensible position	there is no defense at all for the ethos of the 1980s	1
we slithered and slipped down the long slope	now we have as its quintessential symbol a former president huckstering for a foreign poohbah	2
and now we have as its quintessential symbol a former president huckstering for a foreign poohbah	perhaps that is a fitting symbol for the United States of 1989: Everything for sale; nothing of real value	1
Mr. Drabinsky and Vice Chairman Myron Gottlieb are negotiating financing	offering C$16.40 a share to acquire all of Cineplex's shares outstanding	4
that the two executives haven't reached a final decision to proceed with a bid	that until an offer is made the board will continue seeking higher offers from other bidders	3
and that the board will continue seeking higher offers from other bidders	an offer is made	3
it will reimburse them a maximum of C$8.5 million for expenses related to a bid	Messrs.	2
to tender their holdings to an offer by Mr. Drabinsky	a higher offer is made by another bidder	3
MCA holds half of Cineplex's equity and 33% of its voting rights through restricted voting shares	Bronfman interests hold about 24% of the company's equity	4
MCA holds half of Cineplex's equity and 33% of its voting rights through restricted voting shares	Bronfman interests hold about 24% of the company's equity	1
Mr. Drabinsky's offer "is all cash	it's for all of the company	3
shareholders will have every reason to be glad	a bid materializes at that price	2
If a bid materializes at that price, shareholders will have every reason to be glad	the question of financing still remains	1
to buy for $57 million	and lease back to Cineplex its 18-screen theater complex in Universal City, Calif	4
to buy for $57 million and then lease back to Cineplex its 18-screen theater complex in Universal City, Calif	Mr. Drabinsky succeeds in an offer	2
MCA and the Bronfman associates agreed in principle to buy for $57 million and then lease back to Cineplex its 18-screen theater complex in Universal City, Calif., if Mr. Drabinsky succeeds in an offer	if a bid by Mr. Drabinsky is successful, Cineplex expects Rank Organisation PLC to acquire the 51% of Cineplex's Film House unit it doesn't own, and provide Mr. Drabinsky with additional loan financing	3
Rank Organisation PLC to acquire the 51% of Cineplex's Film House unit it doesn't own, and provide Mr. Drabinsky with additional loan financing	a bid by Mr. Drabinsky is successful	2
Messrs.	that investors will need a solid offer before the stock begins to rise again	3
and that investors will need a solid offer	the stock begins to rise again	4
Hoechst AG's Chairman Wolfgang Hilger said the company wants to have a substitute product to completely replace ozone-damaging chlorofluorocarbons by 1995	BASF AG, another large chemicals company, said it formed a separate division that will study the environmental impact of plastics and will investigate all possibilities of recycling plastics	3
The test markets will be in northern California, Arizona and Colorado, some of the hottest bottled-water markets	not specified	1
In Geneva, where world trade talks are being held under the General Agreement on Tariffs and Trade, or GATT, the European Community called the U.S. proposal "a step backward	Japan's minister of agriculture, forestry and fisheries told a committee of Japan's parliament that Washington's proposal was impractical and that Tokyo would continue to heavily subsidize its rice farmers	3
that Washington's proposal was impractical	that Tokyo would continue to heavily subsidize its rice farmers	3
U.S. officials said the plan was flexible, and was intended as a pragmatic approach for gradually removing trade-distorting subsidies	the EC reacted defiantly, arguing that the proposal's main aim is to destroy the Common Agricultural Policy, the EC's $28 billion-a-year price support program	1
Some of America's biggest trading partners gave a quick thumbs-down to a U.S. proposal to liberalize world trade and reduce farm-product subsidies	The U.S. proposal was criticized by food-importing developing countries	3
the poorest nations are likely to need help in the meantime	that food-importing nations would eventually become self-sufficient in a free-market system	1
that food-importing nations would eventually become self-sufficient in a free-market system	the poorest nations are likely to need help	4
by converting certain non-tariff barriers into tariffs	that, together with existing tariffs would be phased out over 10 years	4
The U.S. argues that its plan would ease the transition to freer agriculture trade by converting certain non-tariff barriers into tariffs that, together with existing tariffs, then would be phased out over 10 years	the EC is strongly opposed to converting agricultural supports into tariffs	1
that its plan would ease the transition to freer agriculture trade by converting certain non-tariff barriers into tariffs that, together with existing tariffs, then would be phased out over 10 years	countries could temporarily raise tariffs on certain products if they experience an unusually heavy volume of imports	3
countries could temporarily raise tariffs on certain products	they experience an unusually heavy volume of imports	2
The EC, with a population of 320 million, has 8.5 million farmers	the U.S., with a population of about 245 million, has only two million farmers	4
The EC, with a population of 320 million, has 8.5 million farmers	the U.S., with a population of about 245 million, has only two million farmers	1
Japan's objections to the U.S. plan center around its desire to stay self-sufficient in rice, a staple food	foreign producers are far more efficient	1
Under the agreement Bell Atlantic would be buying Control Data's customer base and its approximately 100 U.S. maintenance facilities in about 33 cities	Control Data would continue to provide maintenance services for customers of its Cyber product line	1
The biographer/critic," Judge Leval wrote, "should not be required simply to express . . . conclusions without defending them by example	Judge Leval felt constrained by an earlier decision of the Second Circuit Court forbidding a biographer of J.D. Salinger to quote from Mr. Salinger's personal letters	1
He distinguished the two cases: In Salinger the quotations were for the purpose of enlivening the biography rather than of proving points about the subject	the Salinger decision created a strong presumption against fair use of unpublished materials	1
that a few of Mr. Miller's quotations from Mr. Hubbard's unpublished writings failed the fair-use test	they were not necessary to prove historical points	2
that a few of Mr. Miller's quotations from Mr. Hubbard's unpublished writings failed the fair-use test	and infringed copyright	2
that a few of Mr. Miller's quotations from Mr. Hubbard's unpublished writings, because they were not necessary to prove historical points, failed the fair-use test and therefore infringed copyright	the proper remedy lay in a suit for damages, not in an injunction	1
Decisions by the Second Circuit itself had recognized that public interest in the subject matter and the indispensability in particular cases of verbatim quotations are vital components of fair use	the injunction Judges Miner and Altimari would so readily have granted had New Era sued in time	3
Suppression of the book would operate as a prior restraint	and involve the First Amendment	2
Suppression of the book would operate as a prior restraint and thus involve the First Amendment	Responsible biographers and historians constantly use primary sources, letters, diaries, and memoranda	3
Moreover Responsible biographers and historians constantly use primary sources, letters, diaries, and memoranda	it would be irresponsible to ignore such sources of information	3
